order_id,customer_id,order_date,product_id,quantity,discount_pct,sales,status,payment_method
O001048,C0247,2026-07-25,P001,1,5,2374.05,Delivered,COD
O001049,C0382,2025-09-04,P004,3,20,3837.6,Delivered,COD
O001050,C0479,2026-06-21,P010,2,15,3908.3,Delivered,COD
O001051,C0239,2025-05-11,P008,1,0,1999.0,Delivered,UPI
O001052,C0415,2025-12-19,P010,2,15,3908.3,Delivered,Card
O001053,C0367,2025-07-15,P009,3,10,4857.3,Delivered,Net Banking
O001054,C0168,2026-01-17,P003,1,15,849.15,Delivered,Card
O001055,C0048,2025-08-15,P011,2,5,1518.1,Delivered,UPI
O001056,C0051,2026-04-21,P002,4,5,4936.2,Delivered,Net Banking
O001057,C0299,2026-04-22,P004,1,15,1359.15,Delivered,Card
O001058,C0098,2025-09-22,P002,1,5,1234.05,Delivered,COD
O001059,C0439,2026-01-07,P001,2,20,3998.4,Returned,UPI
O001060,C0216,2026-05-01,P012,4,15,2036.6,Delivered,Card
O001061,C0177,2026-03-10,P003,1,20,799.2,Delivered,COD
O001062,C0380,2025-07-30,P007,2,5,2658.1,Cancelled,Card
O001063,C0474,2026-07-26,P001,1,0,2499.0,Cancelled,UPI
O001064,C0080,2026-01-12,P002,1,5,1234.05,Shipped,UPI
O001065,C0185,2026-01-30,P001,1,20,1999.2,Delivered,UPI
O001066,C0367,2026-03-26,P008,4,5,7596.2,Delivered,UPI
O001067,C0461,2025-12-30,P005,3,10,9447.3,Shipped,Card
O001068,C0399,2026-04-02,P008,3,5,5697.15,Shipped,UPI
O001069,C0027,2025-08-14,P003,4,5,3796.2,Delivered,UPI
O001070,C0452,2025-05-11,P012,4,0,2396.0,Delivered,UPI
O001071,C0464,2026-08-11,P007,2,10,2518.2,Returned,Card
O001072,C0448,2026-04-21,P008,1,15,1699.15,Delivered,Card
O001073,C0478,2025-10-04,P006,4,0,35996.0,Delivered,Card
O001074,C0492,2025-06-05,P007,2,15,2378.3,Delivered,COD
O001075,C0414,2025-08-06,P012,3,10,1617.3,Delivered,UPI
O001076,C0420,2025-07-09,P002,3,10,3507.3,Delivered,Card
O001077,C0195,2026-02-21,P008,3,10,5397.3,Delivered,UPI
O001078,C0214,2026-06-30,P005,3,5,9972.15,Returned,UPI
O001079,C0369,2025-02-10,P007,2,5,2658.1,Delivered,Card
O001080,C0342,2025-11-03,P001,1,15,2124.15,Delivered,COD
O001081,C0114,2025-12-04,P005,2,5,6648.1,Shipped,UPI
O001082,C0242,2025-11-10,P001,1,5,2374.05,Delivered,UPI
O001083,C0124,2025-03-16,P012,3,0,1797.0,Delivered,Card
O001084,C0305,2025-10-06,P008,4,10,7196.4,Delivered,Card
O001085,C0076,2025-06-25,P004,4,5,6076.2,Delivered,UPI
O001086,C0311,2025-09-30,P004,4,10,5756.4,Delivered,Card
O001087,C0469,2025-10-16,P002,1,0,1299.0,Delivered,Net Banking
O001088,C0312,2025-09-29,P005,3,20,8397.6,Cancelled,UPI
O001089,C0196,2025-03-07,P001,2,5,4748.1,Delivered,UPI
O001090,C0351,2026-04-28,P009,4,10,6476.4,Delivered,UPI
O001091,C0044,2025-09-05,P005,1,10,3149.1,Delivered,Card
O001092,C0415,2025-06-05,P006,4,15,30596.6,Delivered,UPI
O001093,C0186,2025-02-16,P002,2,5,2468.1,Delivered,Net Banking
O001094,C0343,2026-03-30,P010,3,15,5862.45,Delivered,Card
O001095,C0246,2025-07-20,P010,2,5,4368.1,Shipped,UPI
O001096,C0437,2025-05-04,P001,3,5,7122.15,Delivered,UPI
O001097,C0084,2025-01-01,P004,3,10,4317.3,Delivered,Card
O001098,C0207,2025-07-10,P007,3,15,3567.45,Delivered,UPI
O001099,C0151,2026-08-02,P006,4,10,32396.4,Delivered,COD
O001100,C0156,2026-05-31,P010,2,15,3908.3,Delivered,Card
O001101,C0016,2026-03-18,P001,4,5,9496.2,Cancelled,UPI
O001102,C0165,2025-05-23,P001,2,20,3998.4,Delivered,Card
O001103,C0405,2025-07-10,P008,1,0,1999.0,Delivered,UPI
O001104,C0463,2026-06-17,P004,1,10,1439.1,Returned,Card
O001105,C0145,2025-08-15,P005,2,10,6298.2,Delivered,UPI
O001106,C0498,2025-11-09,P007,2,5,2658.1,Cancelled,Card
O001107,C0037,2025-10-29,P008,2,5,3798.1,Delivered,Card
O001108,C0333,2026-04-05,P010,2,10,4138.2,Delivered,Card
O001109,C0403,2026-02-05,P007,3,0,4197.0,Delivered,Card
O001110,C0414,2026-07-05,P002,4,5,4936.2,Delivered,UPI
O001111,C0045,2026-01-28,P004,3,0,4797.0,Delivered,Card
O001112,C0402,2025-07-26,P010,4,10,8276.4,Delivered,Card
O001113,C0206,2025-07-29,P012,4,0,2396.0,Delivered,Card
O001114,C0062,2025-04-25,P001,4,0,9996.0,Delivered,Net Banking
O001115,C0420,2025-09-08,P010,3,0,6897.0,Shipped,UPI
O001116,C0356,2025-08-07,P009,2,5,3418.1,Delivered,Card
O001117,C0468,2026-02-11,P003,3,15,2547.45,Delivered,UPI
O001118,C0308,2026-03-19,P012,3,20,1437.6,Delivered,Card
O001119,C0019,2025-12-20,P003,4,0,3996.0,Delivered,COD
O001120,C0365,2026-07-12,P010,1,10,2069.1,Delivered,UPI
O001121,C0300,2026-07-04,P009,1,10,1619.1,Delivered,COD
O001122,C0007,2025-05-22,P010,3,10,6207.3,Shipped,UPI
O001123,C0249,2026-05-16,P003,4,10,3596.4,Delivered,Card
O001124,C0428,2026-07-01,P008,3,0,5997.0,Delivered,COD
O001125,C0117,2026-06-26,P002,3,5,3702.15,Cancelled,UPI
O001126,C0068,2026-05-22,P003,2,5,1898.1,Returned,COD
O001127,C0034,2025-10-08,P002,4,0,5196.0,Delivered,UPI
O001128,C0194,2026-02-28,P001,1,10,2249.1,Delivered,COD
O001129,C0325,2025-09-27,P002,1,5,1234.05,Delivered,Card
O001130,C0055,2025-06-03,P008,1,5,1899.05,Delivered,Card
O001131,C0266,2025-03-24,P009,3,5,5127.15,Returned,COD
O001132,C0480,2026-03-02,P002,4,15,4416.6,Delivered,UPI
O001133,C0042,2025-10-02,P007,2,15,2378.3,Delivered,UPI
O001134,C0297,2025-10-11,P005,1,10,3149.1,Delivered,COD
O001135,C0461,2025-06-22,P003,4,5,3796.2,Delivered,UPI
O001136,C0231,2025-11-23,P009,1,10,1619.1,Delivered,Card
O001137,C0453,2025-03-04,P006,2,5,17098.1,Delivered,Net Banking
O001138,C0378,2025-03-14,P011,4,0,3196.0,Delivered,Card
O001139,C0394,2026-01-10,P001,3,5,7122.15,Delivered,UPI
O001140,C0010,2026-05-23,P005,3,10,9447.3,Delivered,UPI
O001141,C0358,2026-02-02,P007,1,10,1259.1,Delivered,UPI
O001142,C0475,2025-04-30,P004,1,20,1279.2,Delivered,UPI
O001143,C0444,2026-03-13,P008,4,15,6796.6,Delivered,UPI
O001144,C0128,2026-04-10,P010,2,0,4598.0,Shipped,COD
O001145,C0179,2025-10-13,P005,1,0,3499.0,Delivered,UPI
O001146,C0405,2025-09-22,P009,4,0,7196.0,Delivered,Net Banking
O001147,C0392,2025-11-16,P009,2,10,3238.2,Delivered,COD
O001148,C0193,2026-01-11,P009,1,10,1619.1,Delivered,COD
O001149,C0092,2025-03-30,P001,1,20,1999.2,Delivered,UPI
O001150,C0369,2025-07-22,P002,4,10,4676.4,Delivered,Card
O001151,C0231,2025-11-30,P003,1,15,849.15,Delivered,UPI
O001152,C0078,2025-08-10,P004,3,10,4317.3,Delivered,UPI
O001153,C0085,2025-02-10,P010,2,15,3908.3,Delivered,Card
O001154,C0030,2025-03-09,P009,2,10,3238.2,Delivered,COD
O001155,C0213,2026-05-29,P010,3,10,6207.3,Delivered,UPI
O001156,C0049,2025-05-07,P006,4,10,32396.4,Delivered,UPI
O001157,C0265,2025-09-12,P001,3,10,6747.3,Delivered,UPI
O001158,C0145,2025-01-16,P012,3,5,1707.15,Delivered,COD
O001159,C0069,2026-04-22,P009,2,0,3598.0,Delivered,Net Banking
O001160,C0058,2025-03-03,P006,4,0,35996.0,Delivered,UPI
O001161,C0185,2026-03-08,P004,1,5,1519.05,Delivered,UPI
O001162,C0062,2025-09-25,P004,3,10,4317.3,Shipped,COD
O001163,C0479,2025-02-04,P003,3,0,2997.0,Delivered,UPI
O001164,C0308,2026-07-30,P007,4,5,5316.2,Delivered,Card
O001165,C0445,2026-05-09,P003,3,5,2847.15,Delivered,UPI
O001166,C0296,2026-07-16,P002,4,10,4676.4,Delivered,Card
O001167,C0166,2026-04-14,P010,1,5,2184.05,Delivered,Card
O001168,C0171,2025-11-21,P008,4,0,7996.0,Cancelled,COD
O001169,C0063,2025-10-31,P004,1,0,1599.0,Delivered,UPI
O001170,C0147,2025-10-03,P008,4,0,7996.0,Shipped,UPI
O001171,C0484,2025-07-20,P001,3,15,6372.45,Delivered,UPI
O001172,C0306,2026-03-21,P005,1,5,3324.05,Shipped,Card
O001173,C0161,2025-11-20,P009,3,10,4857.3,Shipped,COD
O001174,C0141,2025-02-04,P001,1,10,2249.1,Delivered,COD
O001175,C0334,2026-04-27,P011,4,20,2556.8,Cancelled,UPI
O001176,C0097,2026-04-25,P004,4,5,6076.2,Delivered,COD
O001177,C0446,2025-03-06,P006,4,0,35996.0,Delivered,UPI
O001178,C0221,2025-01-08,P010,2,0,4598.0,Delivered,UPI
O001179,C0043,2025-10-28,P008,2,0,3998.0,Delivered,COD
O001180,C0433,2025-12-09,P003,1,10,899.1,Shipped,UPI
O001181,C0292,2026-03-07,P005,2,0,6998.0,Delivered,UPI
O001182,C0378,2026-02-28,P007,4,0,5596.0,Delivered,UPI
O001183,C0108,2025-11-28,P001,2,15,4248.3,Delivered,Card
O001184,C0266,2026-03-14,P007,2,10,2518.2,Shipped,Card
O001185,C0095,2026-08-11,P012,3,0,1797.0,Cancelled,UPI
O001186,C0262,2025-06-23,P011,1,0,799.0,Delivered,COD
O001187,C0313,2026-07-13,P008,1,0,1999.0,Delivered,COD
O001188,C0385,2026-06-11,P008,1,20,1599.2,Delivered,COD
O001189,C0071,2025-01-26,P009,2,15,3058.3,Delivered,Card
O001190,C0442,2026-02-10,P006,4,15,30596.6,Delivered,UPI
O001191,C0219,2025-08-20,P012,3,20,1437.6,Delivered,UPI
O001192,C0021,2026-06-17,P006,1,10,8099.1,Delivered,COD
O001193,C0092,2026-07-04,P002,2,0,2598.0,Delivered,COD
O001194,C0127,2026-05-20,P003,4,5,3796.2,Delivered,Net Banking
O001195,C0080,2025-06-28,P004,3,10,4317.3,Delivered,UPI
O001196,C0312,2025-05-12,P004,3,15,4077.45,Shipped,UPI
O001197,C0238,2026-03-31,P008,1,5,1899.05,Delivered,UPI
O001198,C0471,2025-12-14,P001,1,10,2249.1,Delivered,UPI
O001199,C0372,2026-06-24,P010,4,20,7356.8,Delivered,Card
O001200,C0404,2026-02-10,P004,2,0,3198.0,Delivered,Net Banking
O001201,C0486,2025-03-17,P011,4,15,2716.6,Delivered,Card
O001202,C0182,2026-08-02,P012,1,0,599.0,Shipped,Card
O001203,C0025,2026-05-07,P011,4,5,3036.2,Delivered,Card
O001204,C0156,2025-07-13,P011,2,0,1598.0,Delivered,UPI
O001205,C0005,2025-06-11,P004,3,10,4317.3,Delivered,COD
O001206,C0120,2025-12-13,P001,3,10,6747.3,Delivered,Card
O001207,C0277,2025-12-27,P003,3,5,2847.15,Shipped,UPI
O001208,C0018,2026-08-07,P005,3,15,8922.45,Delivered,Card
O001209,C0431,2025-03-28,P006,1,10,8099.1,Shipped,Card
O001210,C0198,2025-09-19,P009,1,10,1619.1,Delivered,UPI
O001211,C0057,2025-08-02,P009,2,0,3598.0,Cancelled,UPI
O001212,C0093,2026-07-27,P009,2,15,3058.3,Delivered,UPI
O001213,C0019,2025-09-19,P011,2,0,1598.0,Delivered,UPI
O001214,C0384,2025-10-10,P001,2,0,4998.0,Shipped,UPI
O001215,C0353,2026-04-12,P012,4,0,2396.0,Delivered,Card
O001216,C0193,2026-01-15,P009,2,5,3418.1,Returned,Card
O001217,C0237,2025-12-28,P008,3,15,5097.45,Delivered,Card
O001218,C0387,2026-03-25,P002,3,5,3702.15,Delivered,Net Banking
O001219,C0426,2026-03-17,P011,3,5,2277.15,Delivered,Card
O001220,C0277,2025-04-03,P001,4,15,8496.6,Delivered,Card
O001221,C0227,2026-02-28,P001,2,10,4498.2,Shipped,COD
O001222,C0233,2025-05-22,P012,3,15,1527.45,Delivered,Card
O001223,C0040,2025-10-18,P006,3,0,26997.0,Delivered,UPI
O001224,C0323,2026-03-08,P009,3,10,4857.3,Delivered,UPI
O001225,C0153,2025-02-18,P007,3,0,4197.0,Delivered,Card
O001226,C0127,2025-10-29,P005,1,20,2799.2,Delivered,Card
O001227,C0237,2025-07-09,P011,2,10,1438.2,Delivered,Net Banking
O001228,C0486,2025-05-16,P002,2,10,2338.2,Delivered,Card
O001229,C0493,2026-07-09,P001,4,0,9996.0,Delivered,COD
O001230,C0055,2026-02-08,P002,1,5,1234.05,Delivered,UPI
O001231,C0468,2025-12-07,P001,4,0,9996.0,Delivered,Card
O001232,C0436,2025-11-14,P003,3,5,2847.15,Shipped,COD
O001233,C0172,2025-12-29,P006,4,5,34196.2,Delivered,UPI
O001234,C0109,2026-01-17,P008,3,10,5397.3,Delivered,UPI
O001235,C0354,2025-08-21,P003,3,0,2997.0,Delivered,UPI
O001236,C0469,2025-12-10,P010,2,15,3908.3,Delivered,COD
O001237,C0184,2026-07-03,P009,2,0,3598.0,Delivered,UPI
O001238,C0439,2026-07-07,P010,2,0,4598.0,Delivered,Card
O001239,C0368,2026-06-13,P005,2,15,5948.3,Delivered,UPI
O001240,C0471,2026-07-25,P007,2,10,2518.2,Delivered,Card
O001241,C0198,2025-07-02,P008,1,5,1899.05,Delivered,Net Banking
O001242,C0371,2025-02-10,P003,2,0,1998.0,Delivered,UPI
O001243,C0373,2026-07-05,P002,4,10,4676.4,Delivered,UPI
O001244,C0461,2026-02-01,P002,3,5,3702.15,Delivered,Card
O001245,C0497,2026-05-09,P005,2,5,6648.1,Delivered,Card
O001246,C0087,2025-11-29,P001,1,10,2249.1,Shipped,UPI
O001247,C0201,2025-05-07,P002,4,5,4936.2,Delivered,Card
O001248,C0337,2026-07-12,P009,4,0,7196.0,Delivered,Net Banking
O001249,C0322,2026-07-11,P007,3,20,3357.6,Cancelled,UPI
O001250,C0275,2025-01-01,P006,4,15,30596.6,Delivered,UPI
O001251,C0211,2025-06-17,P009,4,0,7196.0,Delivered,Card
O001252,C0391,2025-01-19,P007,4,10,5036.4,Delivered,Card
O001253,C0118,2025-11-28,P011,4,0,3196.0,Delivered,UPI
O001254,C0191,2026-08-07,P005,1,15,2974.15,Shipped,Card
O001255,C0042,2026-04-01,P009,3,10,4857.3,Delivered,Net Banking
O001256,C0042,2025-04-19,P006,2,0,17998.0,Delivered,UPI
O001257,C0315,2025-09-25,P006,4,0,35996.0,Delivered,Card
O001258,C0276,2026-03-21,P011,1,0,799.0,Cancelled,UPI
O001259,C0329,2025-08-28,P004,3,10,4317.3,Delivered,Card
O001260,C0017,2025-10-28,P012,2,10,1078.2,Shipped,Card
O001261,C0283,2025-04-13,P001,3,0,7497.0,Delivered,Card
O001262,C0431,2025-09-07,P005,1,0,3499.0,Shipped,Card
O001263,C0258,2026-03-29,P011,1,5,759.05,Delivered,UPI
O001264,C0063,2026-06-04,P009,1,0,1799.0,Delivered,COD
O001265,C0062,2025-06-02,P008,4,5,7596.2,Delivered,Card
O001266,C0100,2025-06-23,P008,1,10,1799.1,Cancelled,UPI
O001267,C0019,2025-12-09,P005,2,10,6298.2,Delivered,Net Banking
O001268,C0017,2026-03-07,P012,4,20,1916.8,Delivered,UPI
O001269,C0325,2025-11-20,P009,3,20,4317.6,Delivered,Card
O001270,C0423,2026-02-24,P003,2,10,1798.2,Delivered,UPI
O001271,C0466,2026-04-30,P003,4,10,3596.4,Delivered,Card
O001272,C0373,2026-02-16,P001,1,20,1999.2,Delivered,UPI
O001273,C0246,2025-03-25,P009,3,0,5397.0,Shipped,UPI
O001274,C0251,2025-04-23,P006,1,0,8999.0,Delivered,UPI
O001275,C0455,2025-11-28,P002,2,0,2598.0,Returned,Card
O001276,C0081,2026-01-13,P008,2,10,3598.2,Delivered,Card
O001277,C0039,2025-02-10,P012,4,15,2036.6,Delivered,Card
O001278,C0036,2025-04-15,P009,2,5,3418.1,Delivered,COD
O001279,C0424,2025-07-21,P009,3,10,4857.3,Shipped,COD
O001280,C0429,2026-03-26,P002,4,10,4676.4,Delivered,Card
O001281,C0388,2025-09-23,P002,3,0,3897.0,Delivered,Card
O001282,C0486,2025-07-29,P007,1,5,1329.05,Shipped,UPI
O001283,C0409,2026-07-17,P011,3,0,2397.0,Shipped,COD
O001284,C0197,2025-04-28,P004,3,0,4797.0,Shipped,COD
O001285,C0158,2026-01-12,P001,2,15,4248.3,Delivered,UPI
O001286,C0204,2026-07-05,P008,1,15,1699.15,Delivered,Card
O001287,C0196,2026-06-24,P002,2,15,2208.3,Delivered,COD
O001288,C0216,2025-03-25,P003,1,10,899.1,Delivered,UPI
O001289,C0285,2026-03-30,P005,1,15,2974.15,Delivered,UPI
O001290,C0457,2026-05-29,P003,3,10,2697.3,Delivered,UPI
O001291,C0196,2026-01-22,P007,2,10,2518.2,Returned,UPI
O001292,C0307,2025-12-16,P007,3,10,3777.3,Delivered,UPI
O001293,C0152,2025-10-23,P002,3,10,3507.3,Delivered,UPI
O001294,C0014,2025-09-15,P007,3,5,3987.15,Delivered,UPI
O001295,C0325,2025-03-22,P011,1,10,719.1,Delivered,COD
O001296,C0146,2025-09-25,P006,2,5,17098.1,Delivered,UPI
O001297,C0426,2026-02-23,P010,2,10,4138.2,Delivered,Card
O001298,C0057,2025-08-23,P009,3,5,5127.15,Delivered,UPI
O001299,C0211,2025-11-07,P009,1,5,1709.05,Delivered,UPI
O001300,C0268,2025-12-23,P002,2,20,2078.4,Delivered,Net Banking
O001301,C0210,2025-08-01,P007,4,5,5316.2,Shipped,COD
O001302,C0017,2026-07-28,P005,2,5,6648.1,Delivered,Card
O001303,C0286,2025-02-18,P006,3,0,26997.0,Delivered,Card
O001304,C0344,2025-05-07,P001,4,15,8496.6,Delivered,Card
O001305,C0203,2025-08-11,P007,1,10,1259.1,Delivered,UPI
O001306,C0099,2025-10-06,P006,4,10,32396.4,Delivered,UPI
O001307,C0279,2026-02-12,P004,4,15,5436.6,Delivered,UPI
O001308,C0209,2026-05-20,P001,3,5,7122.15,Returned,Net Banking
O001309,C0129,2025-10-21,P009,2,0,3598.0,Returned,UPI
O001310,C0335,2025-10-04,P004,1,0,1599.0,Delivered,Card
O001311,C0288,2026-03-14,P002,4,10,4676.4,Delivered,UPI
O001312,C0252,2025-04-17,P008,3,10,5397.3,Delivered,UPI
O001313,C0265,2026-02-24,P002,2,0,2598.0,Returned,Card
O001314,C0271,2026-03-05,P005,4,0,13996.0,Delivered,UPI
O001315,C0412,2026-01-10,P011,3,0,2397.0,Delivered,COD
O001316,C0408,2025-03-14,P006,3,10,24297.3,Delivered,UPI
O001317,C0188,2025-01-30,P011,3,0,2397.0,Delivered,UPI
O001318,C0419,2025-07-07,P008,1,0,1999.0,Delivered,Card
O001319,C0214,2025-12-30,P011,2,5,1518.1,Delivered,COD
O001320,C0283,2026-03-27,P001,4,10,8996.4,Delivered,UPI
O001321,C0211,2025-07-14,P001,2,10,4498.2,Delivered,Card
O001322,C0365,2025-06-05,P012,2,5,1138.1,Delivered,COD
O001323,C0076,2025-06-21,P004,4,10,5756.4,Shipped,UPI
O001324,C0148,2025-02-10,P005,2,10,6298.2,Delivered,COD
O001325,C0321,2025-03-04,P009,1,20,1439.2,Delivered,UPI
O001326,C0213,2025-01-23,P011,4,0,3196.0,Delivered,UPI
O001327,C0433,2025-12-26,P007,4,10,5036.4,Delivered,Card
O001328,C0109,2025-03-16,P007,3,5,3987.15,Delivered,UPI
O001329,C0129,2026-07-14,P008,2,0,3998.0,Delivered,Card
O001330,C0010,2025-04-28,P005,4,10,12596.4,Delivered,Card
O001331,C0047,2026-01-15,P005,4,5,13296.2,Delivered,UPI
O001332,C0379,2025-10-17,P001,1,5,2374.05,Delivered,COD
O001333,C0315,2026-03-16,P009,3,5,5127.15,Delivered,Card
O001334,C0096,2025-01-07,P006,4,0,35996.0,Delivered,Card
O001335,C0446,2025-07-15,P009,1,5,1709.05,Delivered,UPI
O001336,C0103,2026-02-25,P003,4,5,3796.2,Delivered,UPI
O001337,C0380,2026-07-22,P005,4,10,12596.4,Delivered,Card
O001338,C0342,2025-07-12,P002,4,15,4416.6,Delivered,COD
O001339,C0146,2026-07-13,P010,1,0,2299.0,Delivered,UPI
O001340,C0368,2025-05-28,P005,2,10,6298.2,Shipped,Card
O001341,C0430,2025-07-21,P008,4,15,6796.6,Delivered,Card
O001342,C0416,2026-03-20,P011,4,0,3196.0,Delivered,UPI
O001343,C0027,2026-02-23,P002,2,5,2468.1,Delivered,COD
O001344,C0220,2026-03-03,P008,4,15,6796.6,Cancelled,UPI
O001345,C0018,2026-04-24,P004,3,10,4317.3,Delivered,UPI
O001346,C0167,2026-04-20,P010,4,0,9196.0,Shipped,UPI
O001347,C0433,2025-05-06,P010,3,5,6552.15,Delivered,UPI
O001348,C0477,2026-01-30,P001,2,10,4498.2,Delivered,UPI
O001349,C0082,2026-07-30,P005,1,20,2799.2,Delivered,COD
O001350,C0428,2025-11-21,P001,2,0,4998.0,Delivered,COD
O001351,C0072,2026-01-27,P007,4,20,4476.8,Delivered,UPI
O001352,C0310,2026-03-16,P008,3,5,5697.15,Delivered,COD
O001353,C0479,2025-07-23,P003,1,0,999.0,Delivered,Card
O001354,C0254,2026-05-01,P003,4,5,3796.2,Delivered,UPI
O001355,C0162,2025-01-31,P007,1,10,1259.1,Delivered,UPI
O001356,C0327,2026-01-23,P004,1,0,1599.0,Shipped,UPI
O001357,C0420,2026-03-10,P003,4,5,3796.2,Delivered,UPI
O001358,C0402,2026-01-11,P008,2,15,3398.3,Cancelled,COD
O001359,C0038,2025-12-10,P003,4,20,3196.8,Delivered,Card
O001360,C0443,2026-03-19,P007,4,5,5316.2,Delivered,COD
O001361,C0393,2026-08-02,P002,2,0,2598.0,Delivered,COD
O001362,C0201,2025-03-16,P011,3,15,2037.45,Delivered,UPI
O001363,C0494,2026-07-11,P011,4,10,2876.4,Delivered,COD
O001364,C0200,2025-06-04,P001,1,0,2499.0,Cancelled,UPI
O001365,C0255,2026-03-06,P012,4,20,1916.8,Delivered,UPI
O001366,C0179,2025-12-29,P006,4,0,35996.0,Shipped,Card
O001367,C0035,2026-03-24,P008,1,10,1799.1,Delivered,UPI
O001368,C0082,2025-08-22,P001,2,5,4748.1,Shipped,UPI
O001369,C0389,2026-07-17,P010,3,10,6207.3,Delivered,Card
O001370,C0398,2025-09-19,P012,3,0,1797.0,Delivered,COD
O001371,C0220,2025-05-05,P009,1,10,1619.1,Delivered,UPI
O001372,C0158,2025-09-02,P003,2,20,1598.4,Delivered,UPI
O001373,C0004,2026-06-26,P003,4,5,3796.2,Delivered,Card
O001374,C0167,2026-04-30,P004,4,10,5756.4,Delivered,Card
O001375,C0468,2025-05-02,P011,4,0,3196.0,Delivered,UPI
O001376,C0448,2025-05-05,P001,4,15,8496.6,Cancelled,COD
O001377,C0409,2026-07-03,P009,4,20,5756.8,Delivered,Card
O001378,C0412,2025-06-19,P011,1,15,679.15,Delivered,Card
O001379,C0204,2025-05-04,P003,4,10,3596.4,Delivered,COD
O001380,C0194,2025-02-04,P010,4,20,7356.8,Delivered,COD
O001381,C0235,2025-03-28,P004,2,0,3198.0,Delivered,UPI
O001382,C0206,2025-07-20,P001,4,5,9496.2,Shipped,UPI
O001383,C0150,2026-01-04,P004,3,10,4317.3,Delivered,COD
O001384,C0159,2025-03-18,P001,1,5,2374.05,Cancelled,Net Banking
O001385,C0279,2025-02-28,P005,1,15,2974.15,Delivered,Card
O001386,C0304,2026-03-07,P005,1,10,3149.1,Delivered,UPI
O001387,C0404,2026-05-15,P011,3,0,2397.0,Delivered,Card
O001388,C0381,2025-04-19,P007,4,5,5316.2,Shipped,UPI
O001389,C0166,2025-10-05,P008,1,5,1899.05,Delivered,Net Banking
O001390,C0311,2025-03-09,P004,3,10,4317.3,Shipped,Card
O001391,C0068,2025-03-10,P007,2,5,2658.1,Delivered,Net Banking
O001392,C0463,2025-06-14,P004,4,0,6396.0,Delivered,Card
O001393,C0088,2026-05-04,P003,3,10,2697.3,Delivered,Net Banking
O001394,C0217,2025-11-01,P006,4,15,30596.6,Delivered,UPI
O001395,C0001,2025-12-31,P004,2,20,2558.4,Delivered,COD
O001396,C0135,2026-01-14,P003,3,20,2397.6,Shipped,Net Banking
O001397,C0185,2025-12-09,P009,4,15,6116.6,Returned,Card
O001398,C0351,2026-07-08,P005,3,0,10497.0,Delivered,Card
O001399,C0140,2025-12-20,P007,1,15,1189.15,Shipped,UPI
O001400,C0106,2026-02-20,P012,4,5,2276.2,Delivered,Card
O001401,C0133,2025-04-19,P006,3,10,24297.3,Delivered,COD
O001402,C0108,2026-07-17,P010,1,10,2069.1,Delivered,UPI
O001403,C0178,2026-05-12,P005,2,15,5948.3,Delivered,COD
O001404,C0298,2025-12-07,P007,4,5,5316.2,Delivered,Card
O001405,C0358,2026-01-18,P011,4,0,3196.0,Delivered,UPI
O001406,C0380,2026-06-17,P006,2,10,16198.2,Delivered,UPI
O001407,C0396,2025-10-27,P010,1,0,2299.0,Shipped,Card
O001408,C0359,2025-05-19,P002,2,20,2078.4,Delivered,UPI
O001409,C0146,2025-12-25,P003,4,10,3596.4,Cancelled,COD
O001410,C0450,2026-05-14,P002,3,10,3507.3,Shipped,Card
O001411,C0074,2026-01-20,P012,1,20,479.2,Delivered,UPI
O001412,C0463,2025-10-07,P003,1,10,899.1,Delivered,UPI
O001413,C0478,2026-04-28,P001,1,5,2374.05,Delivered,Card
O001414,C0108,2025-04-21,P008,2,5,3798.1,Cancelled,Card
O001415,C0122,2025-05-19,P006,2,10,16198.2,Returned,UPI
O001416,C0017,2026-03-11,P002,3,15,3312.45,Delivered,Card
O001417,C0196,2026-05-24,P008,3,15,5097.45,Delivered,COD
O001418,C0327,2025-09-30,P006,1,20,7199.2,Delivered,UPI
O001419,C0318,2025-04-09,P007,3,0,4197.0,Delivered,UPI
O001420,C0297,2025-04-14,P011,2,5,1518.1,Delivered,Net Banking
O001421,C0479,2025-08-02,P001,3,0,7497.0,Delivered,UPI
O001422,C0499,2025-06-14,P007,2,15,2378.3,Shipped,COD
O001423,C0252,2026-06-04,P003,3,0,2997.0,Returned,UPI
O001424,C0487,2025-10-11,P011,4,0,3196.0,Delivered,UPI
O001425,C0119,2026-06-01,P012,2,10,1078.2,Shipped,UPI
O001426,C0162,2025-06-13,P008,4,5,7596.2,Shipped,UPI
O001427,C0198,2025-03-05,P006,2,10,16198.2,Delivered,UPI
O001428,C0498,2025-04-01,P004,3,5,4557.15,Delivered,UPI
O001429,C0486,2025-04-27,P011,4,5,3036.2,Delivered,UPI
O001430,C0045,2025-09-24,P008,3,5,5697.15,Delivered,UPI
O001431,C0314,2026-07-13,P009,2,15,3058.3,Delivered,Card
O001432,C0179,2025-05-20,P010,4,5,8736.2,Delivered,COD
O001433,C0382,2025-09-03,P002,1,5,1234.05,Shipped,COD
O001434,C0418,2026-01-30,P006,3,5,25647.15,Delivered,Card
O001435,C0044,2026-05-02,P005,2,0,6998.0,Delivered,Net Banking
O001436,C0271,2026-04-21,P005,4,15,11896.6,Delivered,UPI
O001437,C0078,2026-06-01,P010,3,0,6897.0,Delivered,UPI
O001438,C0326,2025-07-03,P011,4,20,2556.8,Returned,UPI
O001439,C0178,2025-01-20,P003,3,5,2847.15,Delivered,COD
