ticket_id,customer_id,ticket_date,issue_type,priority,resolution_hours,status
T00420,C0125,2025-10-15,Late Delivery,High,17.9,Resolved
T00421,C0325,2025-04-22,Refund,Low,28.4,Resolved
T00422,C0172,2025-04-01,Refund,Medium,16.7,Resolved
T00423,C0234,2025-02-18,Refund,Low,15.7,Resolved
T00424,C0181,2025-06-10,Late Delivery,High,7.5,Resolved
T00425,C0051,2026-05-31,Refund,Medium,12.4,Resolved
T00426,C0269,2026-02-06,Refund,Medium,22.1,Open
T00427,C0169,2025-11-16,Late Delivery,Low,20.0,Resolved
T00428,C0395,2025-12-30,Wrong Product,High,12.6,Resolved
T00429,C0421,2026-03-18,Payment Failure,Medium,23.7,Resolved
T00430,C0316,2026-04-20,Late Delivery,Medium,12.5,Resolved
T00431,C0288,2025-11-08,Late Delivery,Medium,23.7,Resolved
T00432,C0429,2026-06-16,Damaged Product,High,6.7,Resolved
T00433,C0490,2026-08-12,Refund,Low,16.4,Resolved
T00434,C0274,2025-08-08,Product Query,Low,13.5,Open
T00435,C0349,2026-05-12,Wrong Product,High,41.0,Resolved
T00436,C0207,2025-12-09,Product Query,Medium,13.6,Resolved
T00437,C0148,2025-04-04,Damaged Product,Low,35.2,Resolved
T00438,C0300,2025-05-13,Wrong Product,Low,22.3,Resolved
T00439,C0420,2026-05-16,Refund,High,8.4,Open
T00440,C0453,2025-06-21,Product Query,Low,35.2,Resolved
T00441,C0488,2025-01-09,Refund,Medium,31.7,Resolved
T00442,C0037,2025-11-17,Refund,High,25.5,Open
T00443,C0161,2025-04-08,Payment Failure,Low,25.2,Resolved
T00444,C0466,2025-06-18,Wrong Product,High,20.6,Resolved
T00445,C0383,2025-11-07,Wrong Product,Medium,27.4,Open
T00446,C0275,2025-12-09,Damaged Product,Medium,34.2,Resolved
T00447,C0435,2026-03-06,Late Delivery,Medium,6.2,Resolved
T00448,C0288,2026-07-10,Refund,Medium,38.0,Resolved
T00449,C0106,2026-05-15,Refund,Low,42.0,Resolved
T00450,C0022,2025-10-12,Product Query,Low,7.8,Resolved
T00451,C0233,2025-09-17,Damaged Product,High,13.9,Open
T00452,C0122,2026-05-10,Wrong Product,Low,24.0,Resolved
T00453,C0129,2025-12-21,Payment Failure,High,32.8,Open
T00454,C0310,2025-08-02,Wrong Product,Low,19.6,Resolved
T00455,C0217,2025-07-19,Payment Failure,Medium,25.4,Resolved
T00456,C0148,2025-08-24,Payment Failure,High,10.6,Resolved
T00457,C0058,2025-05-16,Wrong Product,Low,22.8,Resolved
T00458,C0419,2026-02-26,Product Query,High,44.8,Resolved
T00459,C0237,2025-12-07,Refund,Medium,21.5,Resolved
T00460,C0070,2025-12-08,Payment Failure,Medium,30.1,Resolved
T00461,C0454,2026-06-14,Product Query,Medium,11.6,Escalated
T00462,C0189,2026-01-23,Damaged Product,Low,10.1,Resolved
T00463,C0242,2025-01-04,Damaged Product,Low,56.1,Resolved
T00464,C0063,2026-02-03,Payment Failure,Medium,24.1,Resolved
T00465,C0485,2026-02-26,Refund,Low,31.9,Resolved
T00466,C0241,2026-02-15,Payment Failure,Low,39.4,Resolved
T00467,C0445,2025-08-01,Damaged Product,High,6.4,Resolved
T00468,C0185,2026-07-14,Damaged Product,High,48.9,Open
T00469,C0259,2026-07-12,Wrong Product,Medium,21.7,Resolved
T00470,C0229,2026-07-12,Refund,Medium,54.3,Resolved
T00471,C0223,2025-02-17,Wrong Product,Medium,8.5,Open
T00472,C0099,2025-07-06,Product Query,Medium,35.6,Escalated
T00473,C0247,2026-05-17,Product Query,Medium,13.4,Escalated
T00474,C0045,2026-06-15,Product Query,High,17.5,Resolved
T00475,C0399,2026-04-20,Late Delivery,Low,37.8,Resolved
T00476,C0273,2025-02-11,Product Query,Medium,14.2,Resolved
T00477,C0399,2025-09-18,Payment Failure,High,20.5,Open
T00478,C0005,2025-02-17,Wrong Product,Medium,66.1,Open
T00479,C0470,2026-08-09,Product Query,High,20.6,Resolved
T00480,C0430,2026-03-22,Refund,Low,14.5,Resolved
T00481,C0011,2025-08-09,Product Query,Low,13.6,Resolved
T00482,C0448,2025-12-09,Payment Failure,High,4.6,Resolved
T00483,C0348,2025-08-26,Payment Failure,Medium,16.6,Resolved
T00484,C0398,2025-06-04,Payment Failure,Medium,24.0,Resolved
T00485,C0039,2025-02-25,Payment Failure,Low,16.5,Open
T00486,C0451,2026-01-22,Payment Failure,Medium,25.1,Resolved
T00487,C0439,2025-11-11,Refund,Medium,81.1,Resolved
T00488,C0500,2025-02-07,Late Delivery,Low,36.8,Resolved
T00489,C0042,2025-12-07,Damaged Product,Medium,20.3,Resolved
T00490,C0203,2025-08-19,Late Delivery,Medium,32.1,Resolved
T00491,C0094,2026-03-28,Damaged Product,Low,32.3,Open
T00492,C0486,2025-12-08,Wrong Product,Medium,3.1,Resolved
T00493,C0005,2026-03-29,Payment Failure,Medium,47.5,Resolved
T00494,C0052,2025-09-14,Wrong Product,Low,20.4,Resolved
T00495,C0150,2026-03-10,Wrong Product,Medium,24.2,Resolved
T00496,C0205,2025-07-28,Damaged Product,Low,2.7,Resolved
T00497,C0300,2025-07-20,Refund,Low,25.5,Resolved
T00498,C0499,2025-05-17,Payment Failure,Medium,22.4,Resolved
T00499,C0371,2026-07-19,Product Query,Medium,11.0,Resolved
T00500,C0469,2026-01-29,Wrong Product,High,15.3,Resolved
T00501,C0187,2025-02-05,Late Delivery,Low,12.2,Resolved
T00502,C0485,2025-08-03,Payment Failure,Medium,13.5,Resolved
T00503,C0153,2025-01-27,Refund,Low,21.1,Resolved
T00504,C0383,2025-01-18,Payment Failure,Medium,28.9,Resolved
T00505,C0116,2025-05-17,Product Query,Medium,40.8,Resolved
T00506,C0149,2026-08-02,Product Query,Medium,24.7,Resolved
T00507,C0220,2025-01-30,Wrong Product,Low,18.9,Open
T00508,C0192,2025-03-14,Late Delivery,High,33.0,Resolved
T00509,C0233,2025-05-03,Wrong Product,Medium,16.1,Resolved
T00510,C0324,2025-08-16,Refund,High,16.5,Open
T00511,C0221,2025-12-04,Damaged Product,Low,16.9,Resolved
T00512,C0047,2025-09-30,Product Query,Medium,7.9,Resolved
T00513,C0127,2026-03-13,Late Delivery,Medium,25.8,Resolved
T00514,C0291,2025-02-08,Product Query,Medium,21.7,Resolved
T00515,C0215,2026-03-02,Refund,Low,15.1,Resolved
T00516,C0007,2025-11-11,Refund,High,11.9,Resolved
T00517,C0184,2026-05-24,Product Query,Low,17.4,Resolved
T00518,C0116,2025-06-06,Wrong Product,Low,17.6,Resolved
T00519,C0052,2025-09-14,Product Query,Medium,36.6,Resolved
T00520,C0366,2026-04-01,Wrong Product,Medium,13.7,Resolved
T00521,C0046,2025-02-16,Product Query,Medium,11.0,Resolved
T00522,C0393,2025-11-28,Wrong Product,Medium,51.1,Resolved
T00523,C0442,2025-01-10,Damaged Product,Medium,17.3,Resolved
T00524,C0023,2025-05-24,Payment Failure,Medium,19.9,Resolved
T00525,C0131,2026-03-07,Payment Failure,Medium,41.0,Resolved
T00526,C0127,2025-06-01,Wrong Product,High,26.9,Resolved
T00527,C0445,2026-05-02,Wrong Product,High,20.6,Resolved
T00528,C0265,2025-05-16,Damaged Product,Medium,45.5,Resolved
T00529,C0309,2026-08-10,Payment Failure,Low,14.7,Resolved
T00530,C0196,2025-01-26,Damaged Product,High,25.6,Resolved
T00531,C0433,2025-01-07,Refund,Low,14.4,Open
T00532,C0473,2025-01-15,Product Query,Low,41.2,Open
T00533,C0454,2026-03-08,Payment Failure,Low,21.7,Escalated
T00534,C0048,2026-02-04,Wrong Product,Low,1.2,Open
T00535,C0379,2025-07-26,Late Delivery,High,13.3,Resolved
T00536,C0082,2025-08-04,Refund,Medium,39.2,Resolved
T00537,C0109,2026-05-17,Product Query,High,3.9,Resolved
T00538,C0263,2026-04-04,Late Delivery,Low,13.9,Resolved
T00539,C0355,2025-09-16,Damaged Product,Medium,3.8,Resolved
T00540,C0031,2025-11-25,Product Query,High,4.2,Resolved
T00541,C0358,2026-03-30,Damaged Product,High,8.8,Resolved
T00542,C0056,2026-01-10,Damaged Product,Medium,24.0,Resolved
T00543,C0480,2026-04-09,Wrong Product,Low,7.8,Resolved
T00544,C0355,2025-03-16,Damaged Product,Medium,61.0,Resolved
T00545,C0189,2025-08-30,Late Delivery,Low,26.6,Resolved
T00546,C0476,2025-01-17,Refund,Medium,20.3,Open
T00547,C0492,2025-09-16,Wrong Product,Medium,6.4,Open
T00548,C0005,2025-05-03,Refund,Medium,4.6,Resolved
T00549,C0286,2025-11-07,Damaged Product,Medium,16.5,Resolved
T00550,C0278,2025-04-21,Payment Failure,Medium,55.7,Open
T00551,C0145,2025-09-13,Product Query,Low,7.8,Resolved
T00552,C0394,2025-08-22,Wrong Product,Medium,5.9,Open
T00553,C0455,2026-05-12,Damaged Product,Medium,36.4,Resolved
T00554,C0196,2025-02-09,Wrong Product,Low,35.7,Resolved
T00555,C0426,2025-05-02,Payment Failure,Low,22.9,Resolved
T00556,C0027,2026-03-26,Late Delivery,Low,12.6,Resolved
T00557,C0127,2026-06-03,Late Delivery,Medium,27.3,Resolved
T00558,C0135,2025-04-02,Product Query,High,5.8,Resolved
T00559,C0023,2025-12-27,Late Delivery,Low,20.5,Resolved
T00560,C0331,2025-05-03,Payment Failure,Medium,3.7,Resolved
T00561,C0117,2025-12-03,Refund,Medium,19.6,Resolved
T00562,C0392,2026-05-28,Payment Failure,Low,37.2,Resolved
T00563,C0008,2026-03-04,Payment Failure,High,56.7,Resolved
T00564,C0101,2026-03-09,Damaged Product,Medium,13.1,Resolved
T00565,C0261,2025-01-07,Late Delivery,High,23.9,Resolved
T00566,C0199,2025-04-30,Wrong Product,Low,2.6,Resolved
T00567,C0086,2026-01-22,Product Query,Low,11.5,Resolved
T00568,C0228,2025-12-16,Refund,Low,27.7,Resolved
T00569,C0386,2025-04-08,Wrong Product,Low,34.5,Resolved
T00570,C0472,2025-02-12,Damaged Product,High,27.4,Escalated
T00571,C0179,2025-07-02,Damaged Product,Low,11.9,Open
T00572,C0450,2026-07-19,Refund,Medium,8.7,Resolved
T00573,C0240,2025-08-23,Wrong Product,Low,9.8,Resolved
T00574,C0012,2026-03-22,Refund,High,19.6,Resolved
T00575,C0303,2025-07-19,Refund,Medium,5.4,Resolved
T00576,C0234,2026-05-28,Late Delivery,Medium,12.9,Resolved
T00577,C0183,2026-06-10,Wrong Product,Low,27.0,Open
T00578,C0282,2025-08-01,Late Delivery,Medium,22.5,Resolved
T00579,C0358,2026-01-13,Late Delivery,Low,7.4,Resolved
T00580,C0376,2026-06-30,Product Query,Low,34.9,Resolved
T00581,C0429,2026-05-01,Late Delivery,Medium,16.4,Resolved
T00582,C0190,2025-12-27,Payment Failure,High,40.9,Resolved
T00583,C0326,2025-06-17,Damaged Product,High,11.6,Resolved
T00584,C0215,2026-02-08,Damaged Product,Medium,12.1,Resolved
T00585,C0258,2025-05-17,Payment Failure,Medium,34.2,Resolved
T00586,C0026,2025-08-21,Refund,High,5.9,Resolved
T00587,C0270,2025-04-25,Wrong Product,Medium,27.4,Resolved
T00588,C0082,2025-09-09,Wrong Product,Medium,3.7,Resolved
T00589,C0358,2026-05-08,Wrong Product,High,10.6,Resolved
T00590,C0185,2025-10-16,Late Delivery,Low,13.3,Resolved
T00591,C0288,2025-02-18,Wrong Product,Low,26.4,Resolved
T00592,C0062,2026-03-28,Wrong Product,Medium,1.6,Open
T00593,C0371,2026-05-31,Wrong Product,Low,29.1,Resolved
T00594,C0462,2025-09-29,Damaged Product,Medium,12.5,Resolved
T00595,C0030,2026-03-07,Payment Failure,Medium,43.7,Resolved
T00596,C0397,2025-01-26,Product Query,Medium,11.1,Resolved
T00597,C0424,2025-03-11,Refund,High,11.0,Resolved
T00598,C0031,2025-10-20,Payment Failure,Low,5.1,Resolved
T00599,C0293,2026-02-10,Wrong Product,Medium,20.0,Resolved
T00600,C0173,2025-08-22,Refund,Low,53.1,Resolved
T00601,C0102,2025-08-19,Refund,Medium,15.2,Resolved
T00602,C0128,2025-09-20,Payment Failure,Medium,20.5,Resolved
T00603,C0086,2026-08-09,Payment Failure,Medium,3.9,Resolved
T00604,C0315,2025-05-01,Payment Failure,Low,28.7,Resolved
T00605,C0028,2026-04-08,Product Query,Medium,14.1,Resolved
T00606,C0122,2026-06-02,Payment Failure,Medium,12.5,Resolved
T00607,C0251,2025-01-24,Product Query,Low,9.2,Resolved
T00608,C0061,2026-01-12,Late Delivery,Medium,10.9,Resolved
T00609,C0403,2026-05-15,Damaged Product,Medium,27.2,Resolved
T00610,C0171,2026-03-13,Product Query,High,32.4,Resolved
T00611,C0443,2026-05-14,Damaged Product,High,3.3,Resolved
T00612,C0272,2025-06-23,Wrong Product,Medium,6.5,Resolved
T00613,C0325,2026-05-24,Late Delivery,High,19.1,Open
T00614,C0300,2025-11-06,Refund,Medium,6.7,Resolved
T00615,C0113,2025-03-11,Payment Failure,High,8.1,Resolved
T00616,C0194,2025-07-24,Wrong Product,Low,9.6,Resolved
T00617,C0394,2025-12-07,Refund,Medium,23.7,Resolved
T00618,C0431,2025-02-01,Damaged Product,Medium,41.2,Resolved
T00619,C0019,2025-02-12,Refund,Medium,15.7,Resolved
T00620,C0340,2025-04-28,Payment Failure,Low,19.6,Open
T00621,C0093,2025-01-15,Payment Failure,Low,27.0,Resolved
T00622,C0217,2025-11-18,Product Query,Low,9.7,Resolved
T00623,C0465,2025-12-03,Product Query,Low,25.3,Resolved
T00624,C0179,2026-06-16,Damaged Product,Low,56.8,Resolved
T00625,C0499,2026-01-16,Payment Failure,Medium,8.3,Resolved
T00626,C0397,2026-05-26,Late Delivery,High,24.2,Resolved
T00627,C0191,2025-04-30,Wrong Product,Medium,19.7,Open
T00628,C0493,2025-01-26,Damaged Product,High,7.9,Resolved
T00629,C0400,2026-06-18,Damaged Product,High,33.6,Resolved
T00630,C0437,2025-03-05,Refund,Medium,11.5,Resolved
T00631,C0163,2026-04-05,Damaged Product,Low,7.1,Escalated
T00632,C0100,2025-11-10,Wrong Product,Low,12.2,Resolved
T00633,C0187,2026-08-13,Late Delivery,High,25.8,Escalated
T00634,C0295,2025-08-04,Refund,Low,12.0,Resolved
T00635,C0067,2026-04-01,Wrong Product,Medium,2.1,Resolved
T00636,C0073,2026-06-24,Product Query,Medium,55.2,Resolved
T00637,C0232,2026-08-02,Damaged Product,High,35.9,Resolved
T00638,C0189,2026-04-18,Payment Failure,Medium,21.3,Resolved
T00639,C0050,2025-12-25,Product Query,High,13.2,Resolved
T00640,C0309,2025-05-06,Payment Failure,Low,14.1,Resolved
T00641,C0302,2025-03-28,Wrong Product,Low,8.4,Resolved
T00642,C0308,2025-12-09,Late Delivery,Medium,19.6,Resolved
T00643,C0124,2026-01-30,Payment Failure,High,69.0,Open
T00644,C0157,2026-04-29,Wrong Product,Medium,16.9,Resolved
T00645,C0261,2026-04-01,Refund,High,30.0,Resolved
T00646,C0195,2026-04-21,Damaged Product,Medium,10.4,Resolved
T00647,C0330,2025-07-29,Late Delivery,Medium,21.1,Resolved
T00648,C0351,2026-06-09,Late Delivery,Medium,11.6,Resolved
T00649,C0331,2026-07-30,Refund,Medium,18.9,Resolved
T00650,C0256,2025-11-03,Late Delivery,Low,42.7,Escalated
T00651,C0465,2025-03-17,Wrong Product,High,23.1,Resolved
T00652,C0424,2025-01-22,Late Delivery,High,41.6,Resolved
T00653,C0489,2025-03-01,Late Delivery,Medium,42.6,Resolved
T00654,C0200,2026-01-21,Late Delivery,Low,14.7,Resolved
T00655,C0372,2025-02-25,Wrong Product,Low,49.2,Escalated
T00656,C0386,2025-06-17,Product Query,High,24.2,Resolved
T00657,C0068,2026-02-16,Damaged Product,Low,23.0,Resolved
T00658,C0446,2025-07-10,Payment Failure,High,11.4,Resolved
T00659,C0080,2026-04-27,Product Query,Medium,36.9,Resolved
T00660,C0233,2026-07-21,Late Delivery,Medium,25.4,Resolved
T00661,C0186,2026-02-20,Refund,High,10.9,Resolved
T00662,C0105,2025-12-06,Refund,Low,27.2,Resolved
T00663,C0469,2025-09-16,Wrong Product,Medium,7.1,Open
T00664,C0325,2025-12-16,Damaged Product,High,6.8,Resolved
T00665,C0442,2026-03-13,Late Delivery,Medium,18.4,Resolved
T00666,C0419,2025-08-10,Wrong Product,Medium,13.8,Resolved
T00667,C0142,2026-02-17,Payment Failure,Medium,14.6,Resolved
T00668,C0399,2025-12-16,Damaged Product,Low,41.3,Resolved
T00669,C0390,2026-04-27,Damaged Product,Low,20.9,Resolved
T00670,C0272,2025-02-28,Wrong Product,Medium,13.8,Resolved
T00671,C0343,2025-06-01,Product Query,Medium,7.5,Resolved
T00672,C0124,2026-06-24,Refund,Medium,24.1,Resolved
T00673,C0223,2025-08-13,Product Query,Medium,27.9,Resolved
T00674,C0490,2025-11-14,Damaged Product,Low,29.2,Escalated
T00675,C0174,2026-07-17,Refund,Medium,15.4,Resolved
T00676,C0191,2025-10-06,Damaged Product,Low,4.2,Resolved
T00677,C0140,2026-07-12,Damaged Product,Low,42.3,Resolved
T00678,C0297,2026-04-19,Damaged Product,Medium,7.2,Resolved
T00679,C0119,2025-01-24,Payment Failure,High,15.6,Resolved
T00680,C0275,2026-06-03,Refund,Low,29.5,Resolved
T00681,C0076,2026-01-03,Payment Failure,Medium,25.8,Resolved
T00682,C0109,2025-12-01,Refund,Medium,9.9,Resolved
T00683,C0119,2026-03-09,Payment Failure,Low,62.2,Resolved
T00684,C0461,2025-01-03,Payment Failure,Medium,15.3,Resolved
T00685,C0369,2025-09-15,Payment Failure,High,21.4,Resolved
T00686,C0258,2025-09-20,Wrong Product,Medium,22.3,Resolved
T00687,C0020,2025-05-01,Payment Failure,Low,26.1,Resolved
T00688,C0119,2025-01-21,Product Query,Medium,26.6,Resolved
T00689,C0351,2025-05-20,Product Query,Medium,12.9,Resolved
T00690,C0137,2026-04-22,Damaged Product,Low,0.8,Open
T00691,C0277,2025-10-16,Late Delivery,Low,23.5,Resolved
T00692,C0255,2025-07-25,Payment Failure,Low,6.1,Resolved
T00693,C0264,2025-02-12,Late Delivery,Low,19.4,Resolved
T00694,C0167,2025-04-28,Late Delivery,Low,27.5,Resolved
T00695,C0165,2025-01-05,Damaged Product,Medium,21.2,Resolved
T00696,C0029,2025-07-26,Late Delivery,Medium,13.7,Resolved
T00697,C0467,2025-12-11,Late Delivery,High,16.2,Resolved
T00698,C0035,2025-05-22,Product Query,Medium,57.7,Resolved
T00699,C0237,2026-01-07,Late Delivery,High,18.6,Resolved
T00700,C0294,2025-08-20,Refund,Medium,6.1,Resolved
T00701,C0090,2025-06-13,Payment Failure,Low,8.4,Resolved
T00702,C0203,2026-07-01,Payment Failure,Medium,34.9,Resolved
T00703,C0228,2025-12-30,Late Delivery,High,5.2,Resolved
T00704,C0419,2025-12-01,Damaged Product,Low,11.3,Resolved
T00705,C0068,2025-01-11,Refund,Low,25.3,Resolved
T00706,C0131,2026-02-12,Damaged Product,Low,18.1,Resolved
T00707,C0365,2025-03-16,Damaged Product,Medium,18.2,Escalated
T00708,C0111,2025-10-27,Late Delivery,Low,40.4,Resolved
T00709,C0012,2026-01-16,Wrong Product,Low,2.9,Resolved
T00710,C0288,2026-08-09,Late Delivery,Low,25.9,Resolved
T00711,C0175,2025-01-28,Product Query,Medium,50.6,Resolved
T00712,C0319,2026-04-08,Wrong Product,Medium,14.9,Resolved
T00713,C0154,2026-01-31,Refund,Medium,14.2,Resolved
T00714,C0043,2026-01-11,Wrong Product,Medium,23.1,Resolved
T00715,C0363,2026-02-25,Late Delivery,Medium,17.9,Resolved
T00716,C0205,2025-12-30,Late Delivery,Low,28.9,Resolved
T00717,C0172,2025-08-04,Damaged Product,Medium,16.3,Open
T00718,C0294,2025-04-11,Late Delivery,Low,20.0,Resolved
T00719,C0285,2025-04-03,Product Query,Medium,5.5,Resolved
T00720,C0311,2026-07-29,Late Delivery,Medium,19.5,Resolved
T00721,C0052,2025-09-23,Payment Failure,Low,17.3,Resolved
T00722,C0115,2025-07-25,Payment Failure,Low,49.8,Resolved
T00723,C0019,2025-03-21,Damaged Product,Low,31.5,Resolved
T00724,C0035,2025-02-06,Wrong Product,Low,22.3,Resolved
T00725,C0048,2025-01-11,Wrong Product,Low,25.3,Resolved
T00726,C0233,2025-03-31,Payment Failure,High,18.2,Resolved
T00727,C0219,2025-01-19,Product Query,Medium,17.4,Resolved
T00728,C0110,2026-07-18,Refund,Medium,28.9,Resolved
T00729,C0254,2026-01-09,Product Query,Medium,10.9,Resolved
T00730,C0188,2025-04-04,Payment Failure,Medium,12.3,Resolved
T00731,C0031,2025-02-01,Product Query,High,4.1,Open
T00732,C0259,2025-05-20,Refund,High,15.0,Resolved
T00733,C0163,2026-07-24,Wrong Product,Medium,18.1,Open
T00734,C0344,2025-01-21,Payment Failure,High,23.7,Resolved
T00735,C0308,2025-05-29,Late Delivery,Low,6.2,Resolved
T00736,C0071,2025-08-09,Refund,Medium,19.2,Resolved
T00737,C0307,2025-08-07,Refund,High,28.6,Resolved
T00738,C0056,2026-06-25,Refund,Medium,4.3,Resolved
T00739,C0099,2026-07-13,Wrong Product,High,8.7,Resolved
T00740,C0021,2025-02-27,Product Query,Low,41.6,Resolved
T00741,C0385,2026-03-01,Damaged Product,Medium,12.5,Resolved
T00742,C0108,2025-10-02,Late Delivery,High,69.7,Resolved
T00743,C0053,2025-05-20,Payment Failure,Medium,47.6,Escalated
T00744,C0006,2025-01-23,Product Query,Medium,11.9,Resolved
T00745,C0231,2026-01-13,Refund,Low,35.0,Resolved
T00746,C0482,2026-01-08,Wrong Product,Medium,36.3,Open
T00747,C0082,2025-03-04,Refund,High,14.6,Resolved
T00748,C0446,2026-07-18,Product Query,Medium,23.1,Resolved
T00749,C0217,2025-12-08,Payment Failure,Low,12.8,Resolved
T00750,C0335,2025-06-16,Late Delivery,Low,7.9,Open
T00751,C0047,2025-05-31,Refund,High,42.8,Resolved
T00752,C0352,2026-06-07,Wrong Product,Medium,16.8,Resolved
T00753,C0362,2026-08-07,Wrong Product,Low,23.9,Resolved
T00754,C0241,2026-05-16,Damaged Product,Low,40.9,Open
T00755,C0178,2026-07-14,Wrong Product,High,37.1,Open
T00756,C0082,2025-12-14,Damaged Product,High,13.9,Resolved
T00757,C0287,2025-09-29,Late Delivery,Low,3.3,Open
T00758,C0192,2026-03-06,Payment Failure,Low,11.0,Resolved
T00759,C0413,2025-08-21,Damaged Product,Medium,2.7,Resolved
T00760,C0143,2026-07-14,Refund,Medium,34.2,Open
T00761,C0314,2025-07-27,Product Query,High,18.1,Resolved
T00762,C0279,2026-03-29,Refund,Medium,7.0,Resolved
T00763,C0422,2026-05-16,Payment Failure,Medium,17.5,Resolved
T00764,C0041,2026-08-12,Wrong Product,Medium,48.8,Resolved
T00765,C0459,2025-08-07,Product Query,High,49.7,Open
T00766,C0271,2025-03-22,Refund,Medium,5.8,Open
T00767,C0087,2026-07-03,Product Query,Low,10.8,Resolved
T00768,C0003,2026-06-25,Damaged Product,Low,50.7,Open
T00769,C0211,2025-09-08,Payment Failure,High,13.2,Resolved
T00770,C0001,2026-02-19,Refund,Medium,13.5,Resolved
T00771,C0472,2025-03-27,Wrong Product,Medium,4.0,Resolved
T00772,C0497,2025-08-05,Product Query,Medium,16.5,Resolved
T00773,C0075,2025-07-15,Wrong Product,Low,36.0,Resolved
T00774,C0478,2025-10-24,Product Query,Low,4.0,Resolved
T00775,C0498,2025-02-13,Refund,Low,8.1,Resolved
T00776,C0395,2026-01-28,Payment Failure,Medium,40.0,Resolved
T00777,C0444,2026-03-19,Late Delivery,Medium,28.6,Resolved
T00778,C0231,2025-03-31,Refund,High,12.3,Resolved
T00779,C0449,2025-06-04,Wrong Product,High,79.2,Resolved
T00780,C0076,2026-04-23,Late Delivery,Medium,28.1,Resolved
T00781,C0260,2025-02-28,Payment Failure,Medium,50.6,Resolved
T00782,C0025,2025-04-20,Wrong Product,Low,18.6,Resolved
T00783,C0200,2026-04-24,Payment Failure,Low,11.5,Resolved
T00784,C0463,2025-02-18,Product Query,Low,15.4,Open
T00785,C0427,2026-01-12,Refund,Medium,5.4,Resolved
T00786,C0094,2025-02-01,Payment Failure,Low,33.4,Resolved
T00787,C0424,2026-05-01,Wrong Product,Low,14.8,Open
T00788,C0352,2026-06-15,Refund,Medium,21.9,Resolved
T00789,C0108,2025-01-03,Wrong Product,Medium,12.9,Open
T00790,C0355,2026-01-13,Wrong Product,Medium,21.5,Resolved
T00791,C0469,2026-07-26,Late Delivery,Medium,3.6,Resolved
T00792,C0095,2025-08-30,Damaged Product,Low,23.7,Resolved
T00793,C0356,2026-06-25,Payment Failure,Low,8.2,Resolved
T00794,C0091,2026-08-10,Payment Failure,Low,14.3,Open
T00795,C0044,2026-08-05,Late Delivery,Low,12.8,Escalated
T00796,C0456,2025-12-23,Product Query,Medium,22.9,Escalated
T00797,C0443,2025-07-16,Payment Failure,Medium,5.2,Open
T00798,C0384,2026-02-23,Late Delivery,Low,12.7,Open
T00799,C0023,2025-09-30,Payment Failure,Medium,40.3,Resolved
T00800,C0190,2026-05-17,Payment Failure,High,7.0,Open
T00801,C0023,2025-02-04,Wrong Product,Low,4.7,Resolved
T00802,C0234,2026-04-06,Late Delivery,Low,10.9,Resolved
T00803,C0186,2025-09-10,Product Query,Medium,9.5,Resolved
T00804,C0311,2026-05-27,Payment Failure,Medium,56.8,Open
T00805,C0417,2025-02-17,Product Query,Medium,30.3,Resolved
T00806,C0333,2025-07-04,Damaged Product,Medium,4.4,Open
T00807,C0063,2026-05-06,Late Delivery,Low,15.4,Resolved
T00808,C0103,2025-09-30,Late Delivery,Medium,21.6,Resolved
T00809,C0500,2026-06-11,Late Delivery,Low,14.8,Escalated
T00810,C0316,2025-05-08,Wrong Product,Medium,2.1,Resolved
T00811,C0483,2025-07-29,Late Delivery,High,25.1,Open
T00812,C0189,2025-05-22,Wrong Product,Low,6.7,Resolved
T00813,C0336,2025-06-22,Damaged Product,Low,3.1,Resolved
T00814,C0460,2026-03-23,Refund,Low,3.6,Open
T00815,C0189,2025-04-29,Wrong Product,Low,13.8,Resolved
T00816,C0351,2025-01-11,Payment Failure,Low,19.7,Resolved
T00817,C0069,2025-10-31,Late Delivery,Medium,3.5,Resolved
T00818,C0114,2025-06-03,Refund,High,13.6,Resolved
T00819,C0104,2025-11-19,Wrong Product,Medium,8.7,Resolved
T00820,C0108,2026-06-21,Product Query,Low,31.7,Resolved
T00821,C0345,2026-03-21,Product Query,Low,11.3,Open
T00822,C0021,2025-12-08,Payment Failure,Low,33.2,Resolved
T00823,C0387,2025-08-09,Refund,Low,23.8,Resolved
T00824,C0432,2025-04-20,Damaged Product,Medium,7.8,Open
T00825,C0266,2026-02-14,Wrong Product,Low,16.4,Open
T00826,C0343,2026-02-22,Product Query,High,13.4,Resolved
T00827,C0209,2026-05-20,Product Query,Medium,34.5,Resolved
T00828,C0170,2025-02-09,Wrong Product,Medium,25.7,Resolved
T00829,C0483,2026-05-24,Product Query,Medium,18.3,Resolved
T00830,C0473,2026-04-04,Damaged Product,Medium,16.5,Resolved
T00831,C0194,2025-09-20,Product Query,Medium,15.1,Resolved
T00832,C0347,2025-04-28,Wrong Product,Low,14.3,Resolved
T00833,C0430,2026-03-26,Late Delivery,Low,23.1,Resolved
T00834,C0393,2026-02-18,Product Query,High,75.2,Resolved
T00835,C0123,2026-06-10,Wrong Product,Low,22.2,Resolved
T00836,C0177,2026-04-06,Late Delivery,Medium,18.5,Resolved
T00837,C0004,2025-04-28,Product Query,Medium,24.0,Resolved
T00838,C0188,2025-08-05,Product Query,Low,3.1,Resolved
T00839,C0346,2025-03-18,Wrong Product,Low,14.5,Resolved
T00840,C0352,2026-02-25,Payment Failure,Low,37.0,Resolved
