customer_id,customer_name,city,signup_date,segment,sales,orders,support_tickets
C0358,Customer 0358,Ahmedabad,2024-08-26,New,41779.2,9,4.0
C0359,Customer 0359,Noida,2024-02-25,Regular,58488.6,11,0.0
C0360,Customer 0360,Delhi,2024-12-15,New,14897.95,4,0.0
C0361,Customer 0361,Hyderabad,2024-04-16,Premium,16731.65,3,1.0
C0362,Customer 0362,Ahmedabad,2026-04-10,New,75751.34999999999,14,3.0
C0363,Customer 0363,Noida,2024-02-17,Regular,48673.8,9,2.0
C0364,Customer 0364,Noida,2025-07-26,Premium,42099.05,6,1.0
C0365,Customer 0365,Pune,2024-12-02,Regular,23986.6,6,2.0
C0366,Customer 0366,Delhi,2024-01-26,Regular,50077.7,9,3.0
C0367,Customer 0367,Kolkata,2026-03-14,Premium,21383.15,7,0.0
C0368,Customer 0368,Pune,2024-09-13,New,45790.35,9,0.0
C0369,Customer 0369,Pune,2024-01-08,New,69440.35,10,4.0
C0370,Customer 0370,Chennai,2025-09-16,Premium,25966.15,3,0.0
C0371,Customer 0371,Hyderabad,2024-09-09,Regular,51312.850000000006,11,3.0
C0372,Customer 0372,Noida,2025-11-22,Regular,30362.0,8,2.0
C0373,Customer 0373,Hyderabad,2025-12-19,Premium,36654.05,8,0.0
C0374,Customer 0374,Bengaluru,2024-10-29,Regular,57836.3,7,2.0
C0375,Customer 0375,Chennai,2025-09-30,Regular,46956.2,6,1.0
C0376,Customer 0376,Kolkata,2024-02-25,Regular,33200.3,10,1.0
C0377,Customer 0377,Hyderabad,2025-12-26,Regular,37792.2,6,0.0
C0378,Customer 0378,Mumbai,2025-06-09,Regular,32956.55,8,0.0
C0379,Customer 0379,Ahmedabad,2025-04-18,Regular,58238.4,9,4.0
C0380,Customer 0380,Bengaluru,2024-01-28,Regular,55132.0,10,0.0
C0381,Customer 0381,Delhi,2024-03-18,Regular,91583.5,9,1.0
C0382,Customer 0382,Kolkata,2024-08-03,New,65096.45,12,1.0
C0383,Customer 0383,Bengaluru,2025-01-20,Regular,35487.15,7,2.0
C0384,Customer 0384,Ahmedabad,2024-12-30,Regular,28666.899999999998,7,3.0
C0385,Customer 0385,Chennai,2025-10-27,Premium,46626.24999999999,8,2.0
C0386,Customer 0386,Ahmedabad,2025-06-09,Regular,77553.05,10,2.0
C0387,Customer 0387,Pune,2025-11-29,New,30028.45,10,1.0
C0388,Customer 0388,Ahmedabad,2024-11-07,Premium,15997.199999999999,6,1.0
C0389,Customer 0389,Pune,2024-01-07,Regular,61402.55,9,1.0
C0390,Customer 0390,Chennai,2024-01-03,Regular,44410.4,5,1.0
C0391,Customer 0391,Jaipur,2025-09-14,New,54459.549999999996,7,0.0
C0392,Customer 0392,Pune,2026-01-19,New,53594.899999999994,8,1.0
C0393,Customer 0393,Delhi,2024-12-28,Regular,45784.0,12,3.0
C0394,Customer 0394,Ahmedabad,2026-01-20,Regular,97189.5,13,2.0
C0395,Customer 0395,Ahmedabad,2025-05-22,Regular,27625.8,7,2.0
C0396,Customer 0396,Delhi,2024-09-30,New,92889.0,13,2.0
C0397,Customer 0397,Mumbai,2025-05-20,Regular,25274.5,6,3.0
C0398,Customer 0398,Noida,2026-03-16,New,29438.949999999997,10,1.0
C0399,Customer 0399,Jaipur,2026-01-08,Premium,55945.950000000004,5,6.0
C0400,Customer 0400,Kolkata,2024-01-15,Regular,24929.5,4,2.0
C0401,Customer 0401,Pune,2024-07-10,Regular,56736.4,6,1.0
C0402,Customer 0402,Delhi,2025-09-22,Regular,55012.5,15,0.0
C0403,Customer 0403,Chennai,2025-04-29,Regular,50167.1,9,2.0
C0404,Customer 0404,Pune,2024-01-28,Regular,66278.5,9,1.0
C0405,Customer 0405,Noida,2025-12-14,Regular,51393.75,9,1.0
C0406,Customer 0406,Chennai,2024-02-08,Premium,7564.900000000001,2,2.0
C0407,Customer 0407,Bengaluru,2024-09-29,Regular,48986.75,8,3.0
C0408,Customer 0408,Ahmedabad,2024-08-18,Regular,41997.45,5,0.0
C0409,Customer 0409,Bengaluru,2024-03-26,New,29098.9,10,1.0
C0410,Customer 0410,Pune,2025-04-18,New,43656.1,9,3.0
C0411,Customer 0411,Noida,2024-05-05,New,26288.65,8,0.0
C0412,Customer 0412,Jaipur,2026-03-22,New,45340.4,10,0.0
C0413,Customer 0413,Pune,2025-06-20,Regular,42664.05,9,2.0
C0414,Customer 0414,Delhi,2024-05-24,Regular,16757.45,4,2.0
C0415,Customer 0415,Hyderabad,2025-06-08,Premium,106354.75,12,0.0
C0416,Customer 0416,Pune,2024-07-30,Premium,57684.45,10,2.0
C0417,Customer 0417,Ahmedabad,2024-01-25,Regular,38688.7,7,1.0
C0418,Customer 0418,Ahmedabad,2025-08-02,Premium,32673.350000000002,3,1.0
C0419,Customer 0419,Pune,2025-01-28,Regular,18936.35,6,5.0
C0420,Customer 0420,Chennai,2024-03-07,Regular,28437.0,7,1.0
C0421,Customer 0421,Hyderabad,2024-08-20,Regular,16841.350000000002,4,3.0
C0422,Customer 0422,Delhi,2024-04-18,Regular,83158.15,13,3.0
C0423,Customer 0423,Pune,2024-05-25,Regular,93222.05,10,0.0
C0424,Customer 0424,Chennai,2024-04-20,Regular,36560.15,8,5.0
C0425,Customer 0425,Ahmedabad,2024-08-15,New,22937.65,5,1.0
C0426,Customer 0426,Ahmedabad,2024-04-20,Regular,54166.6,10,2.0
C0427,Customer 0427,Noida,2025-04-14,Regular,48074.3,9,1.0
C0428,Customer 0428,Pune,2024-02-03,New,42092.35,8,1.0
C0429,Customer 0429,Hyderabad,2025-09-14,New,25546.7,6,2.0
C0430,Customer 0430,Mumbai,2026-02-14,New,15740.900000000001,4,2.0
C0431,Customer 0431,Hyderabad,2025-01-03,Premium,24376.9,7,2.0
C0432,Customer 0432,Ahmedabad,2026-01-17,Premium,83402.90000000001,6,2.0
C0433,Customer 0433,Ahmedabad,2025-08-17,Regular,40500.85,11,2.0
C0434,Customer 0434,Bengaluru,2025-07-07,Regular,26621.2,8,2.0
C0435,Customer 0435,Ahmedabad,2025-02-28,Regular,15560.35,5,1.0
C0436,Customer 0436,Delhi,2025-09-04,Regular,38488.85,7,2.0
C0437,Customer 0437,Kolkata,2025-06-01,Regular,20188.4,5,3.0
C0438,Customer 0438,Pune,2025-11-22,Premium,65638.5,10,0.0
C0439,Customer 0439,Hyderabad,2024-10-08,Regular,58603.95,12,1.0
C0440,Customer 0440,Kolkata,2024-11-15,Regular,17951.35,6,0.0
C0441,Customer 0441,Chennai,2026-01-07,Regular,50337.45,6,3.0
C0442,Customer 0442,Mumbai,2025-03-18,Premium,120943.65,14,2.0
C0443,Customer 0443,Delhi,2024-11-10,Regular,21425.5,6,2.0
C0444,Customer 0444,Hyderabad,2026-01-10,New,39212.25,10,3.0
C0445,Customer 0445,Kolkata,2025-01-11,Regular,24137.55,5,3.0
C0446,Customer 0446,Mumbai,2024-10-15,Regular,55682.5,8,3.0
C0447,Customer 0447,Bengaluru,2025-03-12,Regular,21084.3,7,2.0
C0448,Customer 0448,Delhi,2025-10-23,New,37316.9,8,1.0
C0449,Customer 0449,Delhi,2024-10-03,Regular,31245.15,7,2.0
C0450,Customer 0450,Bengaluru,2025-12-10,Premium,32653.1,6,2.0
C0451,Customer 0451,Pune,2025-08-04,Regular,9860.8,6,2.0
C0452,Customer 0452,Bengaluru,2025-05-17,Regular,18349.1,5,1.0
C0453,Customer 0453,Delhi,2025-09-15,New,46691.2,8,4.0
C0454,Customer 0454,Delhi,2025-05-30,Premium,36924.899999999994,7,2.0
C0455,Customer 0455,Kolkata,2024-12-15,Premium,72825.1,14,1.0
C0456,Customer 0456,Ahmedabad,2026-04-22,New,30985.1,6,1.0
C0457,Customer 0457,Mumbai,2025-03-21,New,18665.65,6,0.0
C0458,Customer 0458,Bengaluru,2026-04-09,Premium,40468.7,5,0.0
C0459,Customer 0459,Mumbai,2024-12-15,New,27106.7,6,4.0
C0460,Customer 0460,Bengaluru,2025-08-29,Premium,29259.2,7,2.0
C0461,Customer 0461,Chennai,2025-10-25,Premium,55474.4,12,1.0
C0462,Customer 0462,Delhi,2026-04-02,Regular,50583.0,7,3.0
C0463,Customer 0463,Ahmedabad,2024-05-16,Premium,38069.65,11,3.0
C0464,Customer 0464,Kolkata,2026-01-28,Regular,46172.3,10,1.0
C0465,Customer 0465,Ahmedabad,2024-08-30,New,17622.1,5,2.0
C0466,Customer 0466,Ahmedabad,2025-06-26,New,60174.85,12,2.0
C0467,Customer 0467,Ahmedabad,2024-02-09,Regular,43202.95,7,1.0
C0468,Customer 0468,Mumbai,2024-08-16,New,28161.75,7,0.0
C0469,Customer 0469,Bengaluru,2025-07-01,Regular,22097.5,6,4.0
C0470,Customer 0470,Jaipur,2024-08-10,Regular,53304.35,5,2.0
C0471,Customer 0471,Chennai,2024-01-06,Premium,40449.6,9,0.0
C0472,Customer 0472,Hyderabad,2024-11-17,Regular,48534.2,10,2.0
C0473,Customer 0473,Ahmedabad,2025-04-12,Premium,29773.949999999997,7,2.0
C0474,Customer 0474,Pune,2026-01-01,New,41482.5,8,0.0
C0475,Customer 0475,Mumbai,2024-03-15,Regular,4605.65,3,1.0
C0476,Customer 0476,Kolkata,2024-01-04,Regular,63449.200000000004,7,2.0
C0477,Customer 0477,Hyderabad,2026-04-26,Regular,59031.3,10,0.0
C0478,Customer 0478,Jaipur,2025-10-07,Regular,61618.600000000006,8,2.0
C0479,Customer 0479,Pune,2024-04-27,New,55172.65,8,2.0
C0480,Customer 0480,Jaipur,2025-08-28,Premium,54235.05,11,2.0
C0481,Customer 0481,Hyderabad,2025-05-18,Regular,16547.95,6,1.0
C0482,Customer 0482,Ahmedabad,2025-07-27,Premium,36207.9,8,2.0
C0483,Customer 0483,Pune,2025-03-16,Regular,23640.75,7,5.0
C0484,Customer 0484,Jaipur,2024-07-12,Premium,51531.15,6,0.0
C0485,Customer 0485,Kolkata,2026-04-26,Regular,31532.149999999998,9,2.0
C0486,Customer 0486,Bengaluru,2025-12-15,Premium,56050.4,9,3.0
C0487,Customer 0487,Delhi,2025-01-26,Regular,100681.75,10,1.0
C0488,Customer 0488,Bengaluru,2024-01-26,New,30353.95,9,1.0
C0489,Customer 0489,Hyderabad,2025-03-10,Regular,49584.3,6,2.0
C0490,Customer 0490,Mumbai,2024-06-21,Premium,49809.25,7,2.0
C0491,Customer 0491,Delhi,2024-10-26,New,11463.95,3,3.0
C0492,Customer 0492,Chennai,2025-10-06,Regular,87104.55,8,5.0
C0493,Customer 0493,Kolkata,2024-11-21,New,38561.5,7,1.0
C0494,Customer 0494,Chennai,2025-02-13,Premium,17532.4,6,1.0
C0495,Customer 0495,Pune,2024-04-27,Regular,34047.45,5,3.0
C0496,Customer 0496,Delhi,2026-04-15,Regular,44613.350000000006,9,0.0
C0497,Customer 0497,Chennai,2026-02-25,Premium,38239.5,7,3.0
C0498,Customer 0498,Chennai,2025-12-24,Regular,59580.15,13,1.0
C0499,Customer 0499,Jaipur,2024-08-12,Regular,26007.399999999998,6,5.0
C0500,Customer 0500,Bengaluru,2025-06-15,Regular,10854.6,3,3.0
